premise	hypothesis	entailment	reasoning_type	function_name	g_id	answer	correct
The computer is above the desk.	The desk is below the computer.	entailment	orientation	above_below_one_hop	0	contradiction	0
The computer is above the desk.	The desk is to the right of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the desk.	The desk is in back of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the desk.	The desk is right of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the desk.	The desk is on the left side of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the desk.	The desk is above the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the desk.	The desk is left of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the desk.	The desk is behind the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the desk.	The desk is on the right side of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the desk.	The desk is in front of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the desk.	The desk is on top of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the desk.	The desk is to the left of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the desk.	The desk is front the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the desk.	The desk is underneath the computer.	entailment	orientation	above_below_one_hop	0	contradiction	0
The computer is on top of the desk.	The desk is below the computer.	entailment	orientation	above_below_one_hop	0	contradiction	0
The computer is on top of the desk.	The desk is to the right of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the desk.	The desk is in back of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the desk.	The desk is right of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the desk.	The desk is on the left side of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the desk.	The desk is above the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the desk.	The desk is left of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the desk.	The desk is behind the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the desk.	The desk is on the right side of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the desk.	The desk is in front of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the desk.	The desk is on top of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the desk.	The desk is to the left of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the desk.	The desk is front the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the flower.	The flower is underneath the computer.	entailment	orientation	above_below_one_hop	0	contradiction	0
The computer is above the flower.	The flower is below the computer.	entailment	orientation	above_below_one_hop	0	contradiction	0
The computer is above the flower.	The flower is to the right of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the flower.	The flower is in back of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the flower.	The flower is right of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the flower.	The flower is on the left side of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the flower.	The flower is above the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the flower.	The flower is left of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the flower.	The flower is behind the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the flower.	The flower is on the right side of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the flower.	The flower is in front of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the flower.	The flower is on top of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the flower.	The flower is to the left of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is above the flower.	The flower is front the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the flower.	The flower is underneath the computer.	entailment	orientation	above_below_one_hop	0	contradiction	0
The computer is on top of the flower.	The flower is below the computer.	entailment	orientation	above_below_one_hop	0	contradiction	0
The computer is on top of the flower.	The flower is to the right of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the flower.	The flower is in back of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the flower.	The flower is right of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the flower.	The flower is on the left side of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the flower.	The flower is above the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the flower.	The flower is left of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the flower.	The flower is behind the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the flower.	The flower is on the right side of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the flower.	The flower is in front of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the flower.	The flower is on top of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the flower.	The flower is to the left of the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The computer is on top of the flower.	The flower is front the computer.	contradiction	orientation	above_below_one_hop	1	contradiction	1
